"","pos","lower","upper","lower.R","upper.R"
"1",342,0.00143728508436465,0.00516736604905564,3.47680620248532e-05,6.05424522655798e-05
"2",343,0.00195592007708953,0.00601737940742786,3.9032512630038e-05,6.41555025769608e-05
"3",344,0.000543226567070603,0.00317624436095593,2.01679496875773e-05,4.66959623587011e-05
"4",345,0.0030298071501084,0.0077878436902495,4.77281873534546e-05,7.11095944090027e-05
"5",346,0.00124990898572304,0.00462912831980083,2.9965949087481e-05,5.41975279651801e-05
"6",347,0.00146581056144979,0.00508479774617553,3.30751587932757e-05,5.68718342533692e-05
"7",348,0.00225885998068757,0.00629680468404786,3.86762191652019e-05,6.18885791148978e-05
"8",349,0.00147178410230636,0.00507411563553492,3.28165884327694e-05,5.63533133462834e-05
"9",350,0.00318412861927052,0.00710403979408785,3.64181437816013e-05,5.99261859906488e-05
"10",351,0.00229702151968097,0.00640375781571555,3.91266324022076e-05,6.2101084542479e-05
"11",352,0.00186063146998686,0.00578493956862328,3.61883513409616e-05,6.01301489306401e-05
"12",353,0.00366566145588982,0.00862586486482788,4.87947488070331e-05,7.19037364785876e-05
"13",354,0.000799692420714007,0.00338468322599405,1.89197132544119e-05,4.37496368031426e-05
"14",355,0.001246068675192,0.00423750787248323,2.40961691859464e-05,4.76638795569019e-05
"15",356,0.00319057779751501,0.00780824743738324,4.42704017682105e-05,6.60835085141854e-05
"16",357,0.00153859025041472,0.00504304650358789,3.03121171182976e-05,5.23837089352775e-05
"17",358,0.00237523057514894,0.00647020518914598,3.72457550217182e-05,5.76468948959975e-05
"18",359,0.00290236950129962,0.00720468935280596,3.9625640769021e-05,5.98364546421955e-05
"19",360,0.000582365254392753,0.00307196462653476,1.79864028552765e-05,3.9418886581117e-05
"20",361,0.000618091164682265,0.00301712676643391,1.68351387408717e-05,3.8470895217233e-05
"21",362,0.00778103298050285,0.0134618219900232,5.49715785915641e-05,7.47564593382367e-05
"22",363,0.000309988419038673,0.0024393651043737,1.34674738143364e-05,3.5483516674875e-05
"23",364,0.00205802283397434,0.00584504845430703,3.32814048871517e-05,5.38038773064938e-05
"24",365,0.00272423548035589,0.00665327695864011,3.4830925710138e-05,5.49317092480143e-05
"25",366,0.00412907266338724,0.0090623141300955,4.64382462115046e-05,6.58034553256795e-05
"26",367,0.000949784528436824,0.00325286281991756,1.51930843170266e-05,3.62695470375804e-05
"27",368,0.00375787040086742,0.00833748739186306,4.23325220326258e-05,6.21268758918658e-05
"28",369,0.00216041036277876,0.00588617206867255,3.24015021600844e-05,5.24485718668262e-05
"29",370,0.00408884106557923,0.00884323352954202,4.45815191909557e-05,6.39791777899227e-05
"30",371,0.00388008777709655,0.00855288786035259,4.34320334123638e-05,6.29379369397165e-05
"31",372,0.00347349169181113,0.00804394629801418,4.21537441737476e-05,6.17386535494749e-05
"32",373,0.000695572968922989,0.00329919803045017,1.91293348447955e-05,3.99377070957866e-05
"33",374,0.00255722502141267,0.00606845473629851,2.97644994163935e-05,5.02218713437165e-05
"34",375,0.00196205739496208,0.00564231164626758,3.17706436659856e-05,5.18218571128111e-05
"35",376,0.00340244277246409,0.00772009397905274,3.9200196041912e-05,5.9022969346627e-05
"36",377,0.00536319134752933,0.0104096805295061,4.75302998038375e-05,6.70767720371911e-05
"37",378,0.00191270602770197,0.00541061688372742,2.90159168992371e-05,4.92161434575945e-05
"38",379,0.00191445489928461,0.00549834797162518,3.06503733596254e-05,5.09580100518536e-05
"39",380,0.0040600532784629,0.00889024974306271,4.51998851233933e-05,6.4662235773736e-05
"40",381,0.00185433011800505,0.00553473530912992,3.19013174278851e-05,5.29538466595967e-05
"41",382,0.00332481670618529,0.00794263568077851,4.24909757765848e-05,6.26328467010403e-05
"42",383,0.00117558043301212,0.00420518597736623,2.38918969686353e-05,4.51344205587471e-05
"43",384,0.00396103696953691,0.00876008401283391,4.45527688209263e-05,6.45455035468546e-05
"44",385,0.00419035958493947,0.00796338640055392,3.24305703252641e-05,5.33081220589493e-05
"45",386,0.00192095249201104,0.00544125446868939,2.99563085262411e-05,5.05042045894673e-05
"46",387,0.00194921720838646,0.00569667972050284,3.2473469945396e-05,5.26573290542343e-05
"47",388,0.00396865581976916,0.00871792958689063,4.40306395160692e-05,6.39297748598564e-05
