"","pos","lower","upper","lower.R","upper.R"
"1",342,0.000216168981866283,0.00227824325428534,9.15640329693514e-06,2.96875810884811e-05
"2",343,3.42686899416145e-05,0.0014708134992754,3.00428035588769e-06,2.39238416969159e-05
"3",344,0.00138801089543575,0.00448150423447226,1.92542936378821e-05,3.86853429869261e-05
"4",345,0.000352948743056545,0.00258141559144712,1.10378097950492e-05,3.01042400656269e-05
"5",346,0.000125586857899182,0.00187489035210961,6.40449863035107e-06,2.58015253816194e-05
"6",347,4.70553226836924e-06,0.00119271451712081,9.62736900540761e-07,2.08669177074563e-05
"7",348,0.000238599077339119,0.00206703916934757,7.2817865581472e-06,2.60759049941204e-05
"8",349,4.23768107159618e-06,0.00116633504267218,7.78412039263097e-07,2.05042802917191e-05
"9",350,0.00100008686124796,0.00376680036897087,1.61833262913642e-05,3.46180396476091e-05
"10",351,0.00020901221465518,0.00219464324268949,8.81863419307444e-06,2.74429622794158e-05
"11",352,3.07935582678632e-05,0.00152693365640265,3.7681819174013e-06,2.41657437975488e-05
"12",353,9.87481023747422e-06,0.00129239408269035,1.66494967612334e-06,2.22926020626834e-05
"13",354,1.44673845167433e-06,0.00114103042622264,3.3244583999197e-07,2.08745099834106e-05
"14",355,2.16817356759679e-06,0.00114357032367291,5.99183919447269e-07,2.03929208160881e-05
"15",356,3.04301972554016e-05,0.00146647963169558,3.5494872115765e-06,2.27373593961442e-05
"16",357,0.00012042965774009,0.00171540720576743,5.17332960606469e-06,2.39198116770057e-05
"17",358,0.000227752361615464,0.00222156181638683,9.22409422564174e-06,2.65211114209654e-05
"18",359,8.43080572062806e-05,0.00150254756988173,3.76584794226595e-06,2.16013822765283e-05
"19",360,3.85035171907005e-07,0.00103970253081151,2.40838888845494e-07,1.82918810519246e-05
"20",361,6.07605120647975e-07,0.00104717694029057,3.07451853545139e-07,1.83550241079563e-05
"21",362,2.5261123543681e-05,0.00134128447728815,2.65734255341607e-06,2.11554172620549e-05
"22",363,4.25489267990368e-06,0.00107037541475607,4.00163210920226e-07,1.87298342449998e-05
"23",364,0.000127068010498873,0.00167109730182811,4.93756162078608e-06,2.27893716963991e-05
"24",365,0.000104060500654927,0.00173077418835316,5.81243912847593e-06,2.32271283819831e-05
"25",366,0.00023618015288894,0.0021739287068423,8.76498007476783e-06,2.57835325862625e-05
"26",367,0.000413656573718661,0.00245848728914256,9.72189129585638e-06,2.67520119948071e-05
"27",368,5.28937830193926e-05,0.00139835324672904,3.110422331189e-06,2.09470059864208e-05
"28",369,3.90628434279491e-05,0.00143592590540356,3.69116337692331e-06,2.11598823385516e-05
"29",370,0.000371170154049527,0.00232911108031984,8.98627620276399e-06,2.57999827402935e-05
"30",371,0.000301185369622892,0.00224222911458599,8.78036180841783e-06,2.57836655978153e-05
"31",372,0.000158489161367435,0.00197036412195451,7.5584618571357e-06,2.47345364003886e-05
"32",373,2.00295730941202e-06,0.00108449149191272,7.06798121584823e-07,1.85513933677837e-05
"33",374,2.68973192296837e-06,0.00106649154383351,4.50029417238062e-07,1.85438836278011e-05
"34",375,0.00016463908636133,0.00189504384228529,6.78848010057856e-06,2.40643100665754e-05
"35",376,0.000221580902754523,0.00208066468330408,7.98680583823341e-06,2.5202703542167e-05
"36",377,0.000365969050232473,0.00229666436694699,8.6002165140339e-06,2.59449239010511e-05
"37",378,1.81081894973633e-06,0.00108967517317899,6.08515756698158e-07,1.8879753885436e-05
"38",379,0.000757296198656238,0.00222732998953401,4.25308629879187e-06,2.20158003553016e-05
"39",380,4.997238458103e-05,0.00143813547437768,3.53933535802759e-06,2.12344589855119e-05
"40",381,0.000154607703587384,0.0018994190431962,6.71949946400752e-06,2.48522533942518e-05
"41",382,0.000247454630960595,0.00217776862151087,8.53595112106214e-06,2.63627676984105e-05
"42",383,1.10501567706179e-06,0.00106745620483161,2.84631358937084e-07,1.89866796977057e-05
"43",384,0.000276725237733939,0.00230483431755494,9.47225553053969e-06,2.71933092539859e-05
"44",385,6.00592602028064e-06,0.00111035672405637,6.25785628356577e-07,1.93336628730836e-05
"45",386,5.587473632089e-07,0.00105068529109129,2.99047298306623e-07,1.84352952950864e-05
"46",387,0.000672263567642795,0.00302039001915357,1.25344188013079e-05,2.93867064132596e-05
"47",388,0.000172224375260198,0.00190466932039443,6.68365690935772e-06,2.44626414556221e-05
"48",389,2.74982507142103e-06,0.0011069133045832,6.87262170344708e-07,1.9198098840066e-05
"49",390,1.24218102617759e-06,0.0011062326266536,5.53868812910916e-07,1.9518933142049e-05
"50",391,0.000905207886609518,0.00238605098303109,4.19390683255594e-06,2.25805506553682e-05
"51",392,3.76246354807803e-05,0.00146080980971382,3.08110397030758e-06,2.33534356920169e-05
"52",393,3.52297777430129e-05,0.00122226793854701,1.35024835427745e-06,2.01642618858409e-05
"53",394,0.000151296005378701,0.00185189744095077,6.31000987610761e-06,2.44631161625993e-05
"54",395,0.000158055808540849,0.00148115763123397,2.58755103604469e-06,2.149144503446e-05
"55",396,1.91783687028345e-06,0.00109417395855227,4.2748829641696e-07,1.94041126265413e-05
"56",397,1.64992171757514e-06,0.00112923577840335,7.59637292671204e-07,1.9718850780906e-05
"57",398,0.000592125446466494,0.00248765399464005,8.11870893670987e-06,2.63715043161261e-05
"58",399,1.45900396740372e-06,0.00112787102998164,7.19962041128513e-07,1.97655002853164e-05
"59",400,0.000652600973978054,0.0032249833935683,1.45960115520303e-05,3.1784484412025e-05
"60",401,0.000554869424497764,0.00287759706167151,1.22690511787506e-05,2.93414246362942e-05
"61",402,0.000374346210651531,0.00246275071904598,1.00114660503638e-05,2.75496094778477e-05
"62",403,9.0193893746018e-05,0.001663508876206,5.08711793546848e-06,2.32948654696923e-05
"63",404,1.38869597661811e-06,0.0010717365498495,3.07181343774364e-07,1.8972266210864e-05
"64",405,4.29210429537169e-05,0.001452869539317,3.54514114247143e-06,2.18647732792483e-05
"65",406,3.89765424397953e-05,0.00141736001427283,3.24481074303889e-06,2.15951378169674e-05
"66",407,1.93363267637825e-06,0.00106104514235162,7.22853796012238e-07,1.78802922841963e-05
"67",408,0.000866554307294276,0.00347855886611214,1.4982930571387e-05,3.18514933811725e-05
"68",409,0.000340197962401353,0.00247558401408405,1.04882991974131e-05,2.79037939186503e-05
"69",410,5.92664826853002e-05,0.00139647765012259,2.88824407932739e-06,2.12117910842752e-05
"70",411,2.58634744632396e-05,0.00126568596308124,2.02751384312966e-06,2.02009081771995e-05
"71",412,2.27667212816085e-05,0.00118328175087713,1.23448583600113e-06,1.96154061342307e-05
"72",413,8.41496036818338e-07,0.00107137377823361,4.43969668885777e-07,1.87270131733551e-05
"73",414,4.5340601875234e-06,0.00112422311793165,8.32821453778384e-07,1.92975345806821e-05
"74",415,4.40032680197766e-05,0.00145052386025991,3.5720563061395e-06,2.17166988285856e-05
"75",416,0.000938501483672406,0.00364206181718787,1.58048849604402e-05,3.2823106102373e-05
"76",417,0.000318051680945652,0.00240742313665005,1.00138379013702e-05,2.77414981659347e-05
"77",418,2.43669220827616e-05,0.00139809858219476,3.07166187190176e-06,2.18853221605039e-05
"78",419,4.5962173358583e-05,0.00155757884100415,4.16314274221529e-06,2.37301265950947e-05
"79",420,0.000430048693322339,0.00260510117781409,1.07138153459442e-05,2.90241082938759e-05
"80",421,0.000101145726235901,0.00182101741714487,6.36799080380644e-06,2.50096856285229e-05
"81",422,2.30625968067501e-05,0.00138639752865417,2.70357053154619e-06,2.23886941424689e-05
"82",423,0.000592022465324619,0.00298623399108429,1.28665961705526e-05,3.0507617680248e-05
"83",424,2.4099332876958e-05,0.00130914924736005,2.28220755007707e-06,2.09934257333285e-05
"84",425,6.0732282430282e-05,0.00152061683004567,3.77032386623426e-06,2.29378205994956e-05
"85",426,2.70331031843841e-06,0.00111968743623665,6.89169795412173e-07,1.95207915646382e-05
"86",427,0.000384725527757642,0.0025486910706896,1.07071517406703e-05,2.84851560466196e-05
"87",428,0.000355095881790522,0.00240081431061925,9.53316207491574e-06,2.75883974236993e-05
"88",429,6.59503369459765e-05,0.00153888786539946,4.09153030363053e-06,2.2575567302143e-05
"89",430,1.19174451956121e-05,0.00121472853197572,1.43980533046979e-06,2.03966984864752e-05
"90",431,2.4673399719819e-06,0.00111456192568776,6.12333149317735e-07,1.95317020763903e-05
"91",432,1.03485453841967e-05,0.00127612543423779,2.06735011978234e-06,2.08842793390746e-05
"92",433,2.03923029407793e-05,0.00132951033749367,2.49509716195604e-06,2.12301562691877e-05
"93",434,0.00015775894642882,0.00162518964157288,3.95082194479879e-06,2.27265409756924e-05
"94",435,0.000476214042639904,0.00256496366240311,9.96629336562948e-06,2.77910491878628e-05
"95",436,1.6279631373556e-05,0.00127740843148988,2.09411743142339e-06,2.06880303527149e-05
"96",437,6.45282088631119e-05,0.0015866859192246,4.5380179236142e-06,2.30844123644818e-05
"97",438,0.000324366853697842,0.00243710712942552,1.02218302379889e-05,2.80538231649947e-05
"98",439,0.000591416526656639,0.00297430846800168,1.27509898455853e-05,3.03982790268023e-05
"99",440,0.000334762985659457,0.00239364505460606,9.70414295280383e-06,2.75692404223676e-05
"100",441,2.41884589343772e-05,0.00127853581043534,2.07980095605122e-06,2.0510501688716e-05
"101",442,0.000470585603948044,0.00287745228340679,1.30880470660314e-05,3.03734478115754e-05
"102",443,9.64868137560361e-05,0.00165813593267518,5.00069097439381e-06,2.32204859184458e-05
"103",444,3.46614683642716e-05,0.00120431649136553,1.30546975376637e-06,1.97500840854951e-05
"104",445,2.58780385286571e-05,0.00131381037173266,2.41191398873577e-06,2.0767170433611e-05
"105",446,6.58427239487299e-06,0.00113402128339033,9.46642631290733e-07,1.93005255898446e-05
"106",447,4.05908505511162e-05,0.00139282354054647,3.1820026930207e-06,2.09181705083941e-05
"107",448,5.05270092257101e-05,0.0014988007331383,3.96522139937503e-06,2.21069664777942e-05
"108",449,1.72047084907763e-05,0.00121597251848709,1.63271770524176e-06,1.98474070395123e-05
"109",450,3.37755123536289e-05,0.00138378500771968,3.05897497584428e-06,2.11491736823572e-05
"110",451,2.62086353075268e-05,0.00133336343412223,2.72398107189571e-06,2.06250995236529e-05
"111",452,0.000160443868028295,0.00184276410500929,6.21706575639706e-06,2.39725526590701e-05
"112",453,5.17583332405008e-05,0.00147304877822127,3.72647744788466e-06,2.17683794165296e-05
"113",454,4.2517655140889e-06,0.0011295354634711,8.98090879302285e-07,1.92986510813192e-05
"114",455,0.000155001316691839,0.00193352889823973,7.10483480465088e-06,2.48498062747631e-05
"115",456,4.32126296824334e-06,0.00114648907481282,1.02448252835977e-06,1.95108501429403e-05
"116",457,2.60272706143454e-05,0.00135111214504328,2.774568615489e-06,2.10498155079155e-05
"117",458,2.49464152907414e-05,0.00114479666482812,8.36951399462673e-07,1.92644982374689e-05
"118",459,0.000295073093806534,0.00243378965746068,1.04575358515856e-05,2.8269326517428e-05
"119",460,0.000516135132531714,0.00283604529954858,1.20102974634315e-05,3.06629273660299e-05
"120",461,0.000717314284954051,0.00325791490344144,1.41206174160147e-05,3.26985147695941e-05
"121",462,0.000423780794005774,0.00265962642681804,1.12217161456609e-05,2.97977695556431e-05
"122",463,9.60664304567758e-05,0.00177162081326628,5.73483223405645e-06,2.5183572803552e-05
"123",464,0.00011989217726998,0.00183154477781721,6.04511072473758e-06,2.56093003253462e-05
"124",465,5.03921848112403e-06,0.00116406755905767,6.42394806197438e-07,2.07733640704087e-05
"125",466,1.10846972196952e-06,0.00115192596220446,5.46719410410724e-07,2.07295063170942e-05
"126",467,2.5184600664864e-05,0.00121549493831241,2.01272700407293e-06,1.88013923055401e-05
"127",468,0.000186952988261411,0.0020316819042287,7.3698712671374e-06,2.66758126160952e-05
"128",469,0.00025498028635228,0.00229264395615809,9.26578307895862e-06,2.82077290715195e-05
"129",470,8.62320987509903e-05,0.00138740132587064,2.82954457266692e-06,2.03741463150108e-05
"130",471,2.40040415436801e-05,0.00140614887683337,2.80921022879752e-06,2.26578559383467e-05
"131",472,4.664704796872e-05,0.00151213552332507,3.58738131918525e-06,2.34474214379629e-05
"132",473,0.000867349751734787,0.00354738742358131,1.53341274500725e-05,3.42162770162552e-05
"133",474,0.000733366079837394,0.00342555983075245,1.55097391764354e-05,3.40769748026127e-05
"134",475,9.11995750271708e-05,0.00154487074030637,3.46759129684602e-06,2.33229054650451e-05
"135",476,9.61486781212334e-05,0.00173999832370345,5.20882227537093e-06,2.5331309126336e-05
"136",477,1.10058043119451e-05,0.00132790662981735,2.00789296366098e-06,2.24260247953278e-05
"137",478,3.40906395582679e-05,0.0015054825075276,3.56189303847942e-06,2.37044364457168e-05
