"","pos","lower","upper"
"1",342,0.000367665451574972,0.00292374783136188
"2",343,0.000188316618157007,0.00234608297727537
"3",344,0.00145177978966865,0.00469730910790402
"4",345,0.000457008142561214,0.00300270919474317
"5",346,0.000185667926048322,0.00227171347461005
"6",347,9.76730458328314e-05,0.00200504959738826
"7",348,0.000301490648580444,0.00247397392073298
"8",349,2.10248840515738e-05,0.00164480864947212
"9",350,0.00106714579909311,0.00398188610240152
"10",351,0.000274543844234034,0.00262434976084913
"11",352,0.00010687757851979,0.00210324338650874
"12",353,9.69216735854247e-05,0.00200628206116586
"13",354,0.00046238804521988,0.00289839584392509
"14",355,0.000569287375157359,0.00311888873612144
"15",356,0.000724683943836196,0.00359476104753035
"16",357,0.000977979299975368,0.00321336720295836
"17",358,0.000432958428746148,0.00291631616224404
"18",359,0.000963856758538609,0.00375553212627137
"19",360,8.2573668283459e-06,0.00146516613832041
"20",361,0.000411378301672162,0.00265726767774443
"21",362,0.000401221784577133,0.00278346527200819
"22",363,0.000440201800488529,0.00275627850111697
"23",364,0.000220016982038252,0.00222495799214023
"24",365,0.000212947274186157,0.00228658184293791
"25",366,0.000482346955124917,0.00290376048512968
"26",367,0.000449114033686751,0.00268186857768476
"27",368,7.37663116024065e-05,0.00177107267294065
"28",369,0.00118008249907674,0.00323618541372124
"29",370,0.0017764628305525,0.00440438320968067
"30",371,0.000517220601838426,0.00292623110184587
"31",372,0.00190117526275725,0.00501865434912148
"32",373,0.000188905784956801,0.00191270979015284
"33",374,0.000834587059863439,0.00339643219176151
"34",375,0.000326820417265688,0.00250883087200589
"35",376,0.000575559114627223,0.00298706779545768
"36",377,0.00586343083622191,0.0104037853787224
"37",378,0.000132327696362516,0.00183175003073742
"38",379,0.000842094612344335,0.0026644460774984
"39",380,0.000249280431537403,0.00235015995393912
"40",381,0.000194956053373038,0.00225147886188055
"41",382,0.000399510689103666,0.00274866729839231
"42",383,9.1218569028825e-06,0.00149459768063832
"43",384,0.000514250755073294,0.00298201537579592
"44",385,9.60511203329008e-05,0.00173100446043223
"45",386,0.000417223590671002,0.00270601597298545
"46",387,0.000825272287698206,0.00351156146230926
