"","pos","lower","upper"
"1",342,0.00226598887143154,0.00655148579563451
"2",343,0.00251134333596484,0.00688498246073554
"3",344,0.002348750087423,0.00642310548992475
"4",345,0.00405585905462811,0.00920718000192304
"5",346,0.00174086042926692,0.00551676721475546
"6",347,0.00184150415521297,0.0057198272278092
"7",348,0.00296505750131926,0.00733463049921248
"8",349,0.00167387865729048,0.00540835826326004
"9",350,0.00476003914459954,0.0095436742850377
"10",351,0.00304890338579447,0.00755096840275338
"11",352,0.00228380712230151,0.00646589338640791
"12",353,0.00411049241488217,0.00918482819232614
"13",354,0.00153736421654824,0.00492070522472754
"14",355,0.00214495790216503,0.00597245985346703
"15",356,0.00457377144751138,0.00978808756653332
"16",357,0.0028310086637158,0.00688682404749922
"17",358,0.00335379556618097,0.00791426851571731
"18",359,0.00448159963518332,0.00942005865650032
"19",360,0.000680602615372627,0.00337097352885207
"20",361,0.00128118690227326,0.00442373062949519
"21",362,0.00876728223538394,0.0147138333526121
"22",363,0.000971335300308438,0.00395994301695176
"23",364,0.0026326896637368,0.00671557292926171
"24",365,0.00333386856122394,0.00758113931564301
"25",366,0.00519757980442501,0.0104649651595367
"26",367,0.00160978686337605,0.00471451112872211
"27",368,0.00411737327374618,0.00880667894314576
"28",369,0.00367111341670007,0.00779996006636718
"29",370,0.00645746362488253,0.0117482784471344
"30",371,0.00494266945517164,0.0100053703737383
"31",372,0.0060729514101646,0.0114687876102999
"32",373,0.00103542670047369,0.00401371356835312
"33",374,0.00380901874311629,0.00807479421171793
"34",375,0.00270115442633891,0.00677074791146459
"35",376,0.00448251571912076,0.00926640423212667
"36",377,0.0121831404016573,0.0189614895598693
"37",378,0.00226459746710219,0.00597843110073692
"38",379,0.00300505805867897,0.0068810641752931
"39",380,0.00477640177114634,0.00982777297125333
"40",381,0.00240251765110902,0.00641745081180566
"41",382,0.00425442535083361,0.0092033283884453
"42",383,0.0012978793804796,0.00448480577949292
"43",384,0.00504379903067468,0.0102238233631237
"44",385,0.0044743136931887,0.00843128686564799
"45",386,0.00272068573660162,0.00678688900660271
"46",387,0.0033200626513491,0.00773793364747833
"47",388,0.00478145806397136,0.00983194194945476
"48",389,0.00107209081993617,0.00411844309099227
"49",390,0.00270248893322434,0.0069277590358808
"50",391,0.00246047003810225,0.00592891182306494
"51",392,0.00859614702120898,0.0152045933448377
"52",393,0.00189232921502368,0.00560715133453464
"53",394,0.00219217453320984,0.00608827283488683
"54",395,0.00142398400765391,0.00472298313958581
"55",396,0.00163879626611869,0.00520906318063466
