"","pos","lower","upper"
"1",342,0.00150122619891787,0.00529214647313796
"2",343,0.00203736998854658,0.00613201500967597
"3",344,0.000555083099318744,0.00334653603085858
"4",345,0.00314012668842169,0.00787319137891145
"5",346,0.00130496515881464,0.00476051249041383
"6",347,0.00153178084052356,0.00520558439253336
"7",348,0.00233162678105839,0.00639228336441086
"8",349,0.00153692608371022,0.00519224908022639
"9",350,0.00324745342290344,0.00721370556647216
"10",351,0.00236922640930877,0.0064918814477944
"11",352,0.00193202157175157,0.00589799663705614
"12",353,0.00378300163828411,0.00872527181254438
"13",354,0.00080466383650467,0.00354572756801312
"14",355,0.00128223488418608,0.00438852117985811
"15",356,0.00329822691911079,0.00790110811727384
"16",357,0.00159100549190655,0.00515866043950283
"17",358,0.00246465009104312,0.00656152092128446
"18",359,0.00299779276411609,0.0072921972839009
"19",360,0.000601068745408293,0.00322082059613745
"20",361,0.000635445032051854,0.00317206178464166
"21",362,0.00793624160636164,0.013566028540991
"22",363,0.000311670878103158,0.00260489148919893
"23",364,0.00213152246998276,0.00594551674363301
"24",365,0.00280430365948517,0.00675405031675912
"25",366,0.00423264134692299,0.00912136576231571
"26",367,0.000966277253366963,0.00342272419994223
"27",368,0.00384687754049847,0.00841339357531627
"28",369,0.00222442647430383,0.00598077531591724
"29",370,0.00419375314497438,0.00891519305052815
"30",371,0.0039883685783949,0.00863999900355963
"31",372,0.00358731239246056,0.00813517561215292
"32",373,0.000720119997801024,0.00343943557717079
"33",374,0.00259056085474589,0.00615860023881721
"34",375,0.00203141792221616,0.00574354387011459
"35",376,0.00349375608891757,0.00781180707632767
"36",377,0.00549078920637596,0.0105038006129303
"37",378,0.00197339418174236,0.00552764017316327
"38",379,0.00198229373578822,0.00561143805216529
"39",380,0.00418124934581441,0.0089798777958457
"40",381,0.00191265662684015,0.0056291892155773
"41",382,0.00343108927696376,0.008030211273254
"42",383,0.00115195443677972,0.00426573340887037
"43",384,0.00407901151500907,0.0088531651478756
"44",385,0.00425436701302959,0.00808955143364531
"45",386,0.00194985637556166,0.00552019063283765
"46",387,0.00202796185461698,0.00580639292593969
"47",388,0.0040879096354254,0.00881561256612804
"48",389,0.000955865062278389,0.00392118313312445
"49",390,0.00186714179605278,0.00562084983392451
"50",391,0.00134352350888557,0.00461319844225573
"51",392,0.0078272089650275,0.0141517882270137
"52",393,0.000862770648071827,0.00385101535531049
"53",394,0.00165539406292908,0.0052556280935821
"54",395,0.000963106082971491,0.00390976555279187
"55",396,0.000942433338937536,0.00395548173050088
"56",397,0.000806447207407263,0.00372337303088828
"57",398,0.00196384860264975,0.00568410602201744
"58",399,0.00170730364217618,0.00482173874239479
"59",400,0.00254131125535723,0.00670049720425953
"60",401,0.000786721157114367,0.00360164754726396
"61",402,0.000621213643496956,0.00334895581167974
"62",403,0.00354094735954892,0.00819242905568175
"63",404,0.00154265411361404,0.00499912486749998
"64",405,0.001470752191794,0.00482658108273186
"65",406,0.00441266865467383,0.00951817172024122
"66",407,0.0128589176989876,0.0188844074012382
"67",408,0.0028931255701351,0.00722387653078224
"68",409,0.00384758797671574,0.00833640283360469
"69",410,0.00109435320707986,0.00413041746807621
"70",411,0.00184228619579237,0.00543235776834569
"71",412,0.00287271667608558,0.00710370910067046
"72",413,0.00367794235558399,0.00740403914905684
"73",414,0.000716883151640052,0.00350468924219288
"74",415,0.00137234589346768,0.00471856400566477
"75",416,0.00170074317177789,0.00516720146618372
"76",417,0.000747955363512524,0.00365437825401489
"77",418,0.000654859201219349,0.00338638546472736
"78",419,0.00489870765327002,0.0100319169346039
"79",420,0.000715466272278406,0.00362470169411577
"80",421,0.000795634449412399,0.00372578829126799
"81",422,0.00651249047093677,0.0116236985915133
"82",423,0.00211872664772558,0.00601944883753125
"83",424,0.000732600500754515,0.00354206869835337
"84",425,0.00671613499404548,0.0124729804446941
"85",426,0.000615007017322291,0.00335142874533217
"86",427,0.00261667521843687,0.00685174673845182
"87",428,0.000673235069687893,0.00342535123621213
"88",429,0.00332419102351748,0.0076764923598078
"89",430,0.00172750937507256,0.00530235593145833
"90",431,0.0012304581548407,0.00459350864281339
"91",432,0.00083520536236012,0.00376620808881421
"92",433,0.00154533878635614,0.00508835107749507
"93",434,0.00583662071295764,0.0105577807094489
"94",435,0.000725971464429539,0.0035055873685799
"95",436,0.000837689000578676,0.00379964739311006
"96",437,0.0029965253684154,0.00742466753921027
"97",438,0.00074736870503646,0.00353608616517426
"98",439,0.000516964414415255,0.00309788391082061
"99",440,0.00352497748414688,0.00817572943870873
"100",441,0.000473910356755945,0.00297116548876841
"101",442,0.00258933723053605,0.00671024584777328
"102",443,0.00344983158278457,0.0080219309545973
"103",444,0.00104271181708144,0.00414640935985468
"104",445,0.00141217433607246,0.00483868481002562
"105",446,0.00162263615980002,0.00437998726861379
"106",447,0.00444079079026791,0.00865495830561914
"107",448,0.0046149073160676,0.0094183843132805
"108",449,0.000673238699286863,0.00345092525156518
"109",450,0.00403285773119727,0.00845620536938948
"110",451,0.00248535243388759,0.00654866447788766
"111",452,0.00439073496316562,0.00866822673027725
"112",453,0.00177960406539598,0.00542634822066654
"113",454,0.00150374191923808,0.0049596457461241
"114",455,0.00203055718772912,0.00579818734712904
"115",456,0.00111336104852545,0.00425250076549482
"116",457,0.00113623307841535,0.0043728313590188
"117",458,0.00095433030320845,0.00390770185161433
"118",459,0.00201754384667799,0.00588879067021077
"119",460,0.000505261661383907,0.00313515457795183
"120",461,0.000897468207861373,0.00389408401690675
"121",462,0.00121171816902798,0.00457312051399679
"122",463,0.000922465489024624,0.00408000999328155
"123",464,0.000946399825265627,0.00412713270772943
"124",465,0.00124097964152371,0.0046043565816991
"125",466,0.000926549305558425,0.00397825759952754
"126",467,0.00422340555582227,0.00854632170125647
"127",468,0.00165000617735111,0.00533992406184099
"128",469,0.00048080689575762,0.00298286139260831
"129",470,0.00497665821662651,0.00992372182559817
"130",471,0.00249646669898406,0.00672392938055219
"131",472,0.00112826363468172,0.00448699850131061
"132",473,0.000773040296991543,0.00370926338928574
"133",474,0.00146454438075142,0.00506196386984079
"134",475,0.00128822712511056,0.00479478487374523
"135",476,0.00256295138651048,0.00695256219461696
"136",477,0.00100682708528254,0.00427537786549991
"137",478,0.00202758448263221,0.00612161548171815
"138",479,0.00102735957767015,0.00426713753701796
"139",480,0.00176284180193277,0.0055672812054172
"140",481,0.00159629130923925,0.00532543785724607
"141",482,0.00280108692054512,0.00689616674479948
"142",483,0.00116685585401068,0.00449814241470102
"143",484,0.00126446436822878,0.00475350921321102
"144",485,0.00105472587788408,0.00413989621905548
"145",486,0.00379523593379291,0.00862014621602273
"146",487,0.000753921102855551,0.00375287653971514
"147",488,0.0011918060774869,0.00451430867670711
"148",489,0.00209124022314837,0.00611466476027079
"149",490,0.000415630787814518,0.00298804193388254
"150",491,0.00139149547121403,0.00459228449214465
"151",492,0.0041410693523663,0.00898247965541861
"152",493,0.00419534704875078,0.0094032342483339
"153",494,0.00104677135305966,0.00388872563420645
"154",495,0.00298618982044545,0.00760352234656467
"155",496,0.000276099945277453,0.00266803656219153
"156",497,0.00388570760032562,0.00890572543191832
"157",498,0.0026241185826896,0.00703865672128751
"158",499,0.000516663415411425,0.00325609122105068
