"","pos","lower","upper","lower.R","upper.R"
"1",342,0.000366148497087128,0.00274287653724478,1.22870243415828e-05,3.2484198555234e-05
"2",343,0.00019094326870793,0.00213455156497283,8.04661047621099e-06,2.83864482662692e-05
"3",344,0.00141080129097002,0.00454026625290025,1.96090941279232e-05,3.90042736256922e-05
"4",345,0.000444696654375523,0.00283202087994693,1.257982660947e-05,3.14950549141182e-05
"5",346,0.000186815438403664,0.00206940254733925,7.70262267404034e-06,2.69572552920595e-05
"6",347,0.000102903877040655,0.0017884816922834,5.82067132520362e-06,2.5151806148291e-05
"7",348,0.000303712457991472,0.00228674684774437,8.77435241012697e-06,2.74037262701836e-05
"8",349,2.64249910953254e-05,0.00140265705501568,2.85782032749914e-06,2.2346542542844e-05
"9",350,0.00103054447623721,0.00382164365795425,1.64143519269809e-05,3.48347747016286e-05
"10",351,0.00027692180494268,0.00245356885994334,1.06706745060449e-05,2.90792569047289e-05
"11",352,0.000113898557789918,0.00188823849597078,6.51980871480801e-06,2.66082921147895e-05
"12",353,0.000105758806218227,0.00178070167377573,5.55861955867502e-06,2.57294330039257e-05
"13",354,0.000448739758328092,0.00271263142612991,1.13855039280621e-05,3.07441361354515e-05
"14",355,0.000547709913290189,0.00294919713654163,1.28292043118415e-05,3.13377628757471e-05
"15",356,0.000695771513943967,0.00345496847637048,1.6350353844887e-05,3.41566729832456e-05
"16",357,0.000974040348906874,0.00301634790364572,9.41296490813248e-06,2.78396862699272e-05
"17",358,0.000424647517011051,0.00276986110006022,1.25525144552052e-05,2.94926978446441e-05
"18",359,0.000932836758893928,0.00361616697235418,1.56635506975071e-05,3.2331625483619e-05
"19",360,1.28531683432124e-05,0.00123075150411715,1.92850427677177e-06,1.97886022550854e-05
"20",361,0.000401917497023862,0.00248922106237901,1.01133798823559e-05,2.71075201609958e-05
"21",362,0.000393769861366648,0.00262129614345609,1.13837894808504e-05,2.89221429231001e-05
"22",363,0.000427290888985318,0.00259122510068777,1.08051986334774e-05,2.80234845289395e-05
"23",364,0.000220289586214869,0.00203793849638199,7.53616093961988e-06,2.51043015239331e-05
"24",365,0.000215620478019689,0.00211329768573863,8.37062957752352e-06,2.55060912021423e-05
"25",366,0.000470558809700905,0.00275310148882555,1.1993882312653e-05,2.87020348579181e-05
"26",367,0.000432489819664958,0.00251094636367284,1.00366555273903e-05,2.70370359073917e-05
"27",368,7.84651871511015e-05,0.0015619282818148,4.41983882617351e-06,2.210515729916e-05
"28",369,0.00117950274499797,0.00304750786141482,8.05744818397774e-06,2.51755019945178e-05
"29",370,0.00176178243423991,0.0042584594279252,1.39635005699243e-05,3.0394350698322e-05
"30",371,0.000502010074177275,0.00277316530636143,1.18734296891203e-05,2.85688694052338e-05
"31",372,0.00186532727500252,0.00489605257023361,1.88834530796225e-05,3.51330816188981e-05
"32",373,0.000189563275658092,0.00170176319274755,4.74180200852438e-06,2.21612409730701e-05
"33",374,0.000808715244777489,0.00324122453914718,1.33098263265957e-05,3.01220136093876e-05
"34",375,0.00031759717608482,0.00233955476571169,9.5263394806012e-06,2.65247826780016e-05
"35",376,0.000565276257815869,0.00283245433551833,1.18118274528624e-05,2.86632328237113e-05
"36",377,0.00578198527336932,0.0103077290886685,3.25574259333135e-05,4.84198542355026e-05
"37",378,0.00013876832773399,0.00161755530223257,4.31484349089073e-06,2.21765101326245e-05
"38",379,0.000843861556646997,0.00245527439405606,5.58944430170879e-06,2.32058265563671e-05
"39",380,0.000253020960518212,0.00217724987999573,8.61285239468713e-06,2.57278182883306e-05
"40",381,0.00019672962369453,0.00206432842656312,7.90133844204144e-06,2.58922107538089e-05
"41",382,0.000394916901230515,0.00258437788544826,1.10104477970757e-05,2.85734663373492e-05
"42",383,1.28014453439076e-05,0.00125479772336943,1.96317146401991e-06,2.04824326188143e-05
"43",384,0.000502840460454779,0.00282580189829119,1.22689176344078e-05,2.97271928994807e-05
"44",385,0.000100943926813558,0.00150279584115105,3.4671044011618e-06,2.18692209228412e-05
"45",386,0.000404532755471498,0.00254009574347326,1.05354350118227e-05,2.75631816605646e-05
"46",387,0.000808488714914326,0.00337393373029668,1.45747110684415e-05,3.12262046581102e-05
"47",388,0.000334559262264692,0.00238244558800351,9.6732865272138e-06,2.71440903817426e-05
"48",389,2.73655699267815e-05,0.00131374487226559,2.43368518024185e-06,2.07332799458263e-05
"49",390,0.000458523480352366,0.00268517900828812,1.13242913165596e-05,2.91242171850617e-05
"50",391,0.000939871886738811,0.00250282644152296,4.97726920307823e-06,2.32818086045226e-05
"51",392,0.000322215528168468,0.00254531787781887,1.09540328708175e-05,3.03383360346623e-05
"52",393,0.000683604407375459,0.00309833335966269,1.30514844348737e-05,3.0714345920493e-05
"53",394,0.000243007246210779,0.00213123141762414,8.09516504653327e-06,2.60730763772365e-05
"54",395,0.000252090536158349,0.00205505321523883,7.22140359858224e-06,2.55905315981203e-05
"55",396,0.000385871421105697,0.00257420551820734,1.09531750157924e-05,2.87794185017356e-05
"56",397,0.00128487963023891,0.00424837066618706,1.8256035551431e-05,3.55649799180181e-05
"57",398,0.000717932034084436,0.00293930806944046,1.12634679837375e-05,2.91557244615526e-05
"58",399,2.81597183043461e-05,0.00138489407847119,2.94271014726622e-06,2.17315031781515e-05
"59",400,0.00082310810008045,0.00360440884323645,1.65628853817527e-05,3.3584443767433e-05
"60",401,0.000607217238741332,0.00299138976204753,1.28497399526695e-05,2.98614895226209e-05
"61",402,0.000392921002172457,0.00253945619838583,1.05674989466716e-05,2.80390881895148e-05
"62",403,0.00012264888974167,0.00181257012401356,6.20661964309059e-06,2.42788946765784e-05
"63",404,4.28878917587389e-05,0.00147737340495753,3.78843360126841e-06,2.20499778268811e-05
"64",405,5.15839010346868e-05,0.00152496934170185,4.14877190535341e-06,2.24043951458735e-05
"65",406,0.000384086721328803,0.00259200887362553,1.11477427335124e-05,2.86413825776132e-05
"66",407,0.000818598043151978,0.00326499329835447,1.35397316789807e-05,2.94308600733609e-05
"67",408,0.00157680874964171,0.00451125038439447,1.79689810416625e-05,3.46468856198611e-05
"68",409,0.000491299543133671,0.00292841653422554,1.33523135674058e-05,3.04645983127711e-05
"69",410,6.24101714224032e-05,0.00142191034984375,3.10190177905186e-06,2.13998395335558e-05
"70",411,5.26315700171452e-05,0.0014844603404604,3.85506397370662e-06,2.18157836375016e-05
"71",412,8.65432944472683e-05,0.00163227832530114,4.90670715667954e-06,2.28640735622388e-05
"72",413,0.000889369842610068,0.00343231170027663,1.43030931172963e-05,3.12356501162125e-05
"73",414,0.000655419306954858,0.00287567774524997,1.12699872922837e-05,2.86469812109572e-05
"74",415,0.00114453938832281,0.00417328345779753,1.88771526406617e-05,3.55786211043277e-05
"75",416,0.00128393988968531,0.00419666840844023,1.77586601268675e-05,3.4631565688526e-05
"76",417,0.00036112383723118,0.00250948338114136,1.05746610646645e-05,2.8246600876231e-05
"77",418,3.6521267970355e-05,0.00144884325846769,3.4456559422732e-06,2.22124098859424e-05
"78",419,0.000851722978347814,0.00312263397225269,1.15674386311628e-05,3.03367910256241e-05
"79",420,0.000455638904461656,0.00267537071131225,1.1145004587999e-05,2.94092044117534e-05
"80",421,0.000150651576654829,0.00199977984650162,7.61739175082558e-06,2.61184670576072e-05
"81",422,0.000246159593794052,0.00234563667840542,9.89283235710344e-06,2.87481746716768e-05
"82",423,0.000619385611709764,0.00305410019575911,1.32488760599369e-05,3.08591026620816e-05
"83",424,4.65237098430641e-05,0.00145095749466082,3.42868825883238e-06,2.20093008634753e-05
"84",425,0.000432876802402128,0.0026970249921099,1.15609226570575e-05,2.98609809046392e-05
"85",426,0.00172356268104057,0.00487034824380347,1.9912860159815e-05,3.70229665508138e-05
"86",427,0.000556566509957411,0.00303219562291987,1.36791547380905e-05,3.11577967925426e-05
"87",428,0.000379571523088868,0.00248312780032762,1.00888103116472e-05,2.80822734522665e-05
"88",429,0.000104606072327218,0.00172982502225423,5.55775948461221e-06,2.3866348144692e-05
"89",430,6.01332828993683e-05,0.00158549795577283,4.55825205438247e-06,2.31340695973914e-05
"90",431,0.000767210710344688,0.0033470990082104,1.46271274437667e-05,3.21039343005451e-05
"91",432,1.80173608755973e-05,0.00135250055496288,2.72940946348987e-06,2.14680332765994e-05
"92",433,7.32525516358082e-05,0.00164025365256432,4.98001113479146e-06,2.34188782435125e-05
"93",434,0.000400733179432705,0.00247712271238498,9.80975193113623e-06,2.79382639160033e-05
"94",435,0.000503290727702904,0.00265204303488301,1.05369919360327e-05,2.83049909216369e-05
"95",436,2.84269119813153e-05,0.00136288357718588,2.79710813335838e-06,2.13096991613561e-05
"96",437,0.00043161645539487,0.00284829939725444,1.31330679441608e-05,3.07222143538172e-05
"97",438,0.000340145614315516,0.00249138349407954,1.05883296218955e-05,2.83847691632151e-05
"98",439,0.000600978640144092,0.00300813929133485,1.29853973087569e-05,3.06033279519584e-05
"99",440,0.000458140695045526,0.00273871698084698,1.18224180652169e-05,2.94644509104762e-05
"100",441,2.92513910197966e-05,0.00131986283746808,2.42582030602368e-06,2.08175844312527e-05
"101",442,0.000628210682871828,0.00323877920916078,1.5014737494697e-05,3.21250611494321e-05
"102",443,0.000406064024149973,0.00263317184865622,1.1350312866644e-05,2.88966306454295e-05
"103",444,8.15691217499136e-05,0.00157665864467122,4.41344023580388e-06,2.25004252419076e-05
"104",445,5.1587284565076e-05,0.001491839369738,3.86863551500537e-06,2.20517671420466e-05
"105",446,3.02832080622424e-05,0.00144076152050931,3.64309978156923e-06,2.16870884115286e-05
"106",447,0.000321858817116607,0.00251437565748138,1.11273387499135e-05,2.79488025020713e-05
"107",448,0.000964765844197372,0.00392983050900912,1.83288259046379e-05,3.50490140247382e-05
"108",449,2.1817391813617e-05,0.00126706467185995,2.07452949299193e-06,2.02384377809151e-05
"109",450,0.000205182244028631,0.00205374601124018,7.79825601814197e-06,2.53498860019171e-05
"110",451,0.000287027168314739,0.00236305384507419,1.00007806546098e-05,2.70822903314126e-05
"111",452,0.000176388672844168,0.00190032337192057,6.61210743604363e-06,2.43242919451448e-05
"112",453,0.000178791914241307,0.00202477387653674,7.76888590478094e-06,2.53440123555387e-05
"113",454,0.000698963396721969,0.00318559181948573,1.37748656508987e-05,3.08554730785134e-05
"114",455,0.000235432767332723,0.00218881877882691,8.76247501919977e-06,2.63338313493073e-05
"115",456,0.000156735294425415,0.00196503755666558,7.38427328039588e-06,2.51276642302538e-05
"116",457,5.17027900131233e-05,0.00153004018504722,4.23360777665437e-06,2.23461824261915e-05
"117",458,0.000118650529602881,0.00173710311142299,5.58600546159733e-06,2.3465417330565e-05
"118",459,0.00040429706601813,0.00273034215657555,1.22454942718153e-05,2.98734239696127e-05
"119",460,0.000556375446995631,0.00296072273157011,1.28306077394798e-05,3.1395782446432e-05
"120",461,0.000749238410338634,0.00333756205136409,1.45832407976529e-05,3.31153489793018e-05
"121",462,0.000458784771109167,0.00277353320519019,1.19819284772284e-05,3.04851313682557e-05
"122",463,0.00030291250737276,0.00238396482746848,9.67882427307923e-06,2.87220889991519e-05
"123",464,0.000351221599136461,0.00259083022581632,1.12104987659841e-05,3.02076558511225e-05
"124",465,0.000612817011169498,0.00321128230181488,1.46934898132127e-05,3.33192327109062e-05
"125",466,0.000897781102251202,0.00367934997038062,1.64202621292228e-05,3.5005170227787e-05
"126",467,0.000247167053841327,0.00210622061136219,8.20709167151122e-06,2.43008697611963e-05
"127",468,0.00047170191841429,0.00271117095754147,1.12007593140171e-05,3.01301128333584e-05
"128",469,0.000295566156316884,0.00243248163892926,1.02336890991316e-05,2.90651066191289e-05
"129",470,0.000102171586585698,0.00150769979030656,3.81639190336292e-06,2.12483278066528e-05
"130",471,0.000456806479964879,0.00229727807295121,7.25871348627813e-06,2.66533705736448e-05
"131",472,0.00026917243855952,0.00235776421354736,9.67737354707691e-06,2.88522141136299e-05
"132",473,0.000897944190891563,0.0036207484966596,1.57492974158473e-05,3.45918063868125e-05
"133",474,0.00078584381792417,0.00357024322111577,1.64026813538296e-05,3.4882341041964e-05
"134",475,0.00010510204323964,0.00163360351010141,4.19932600261317e-06,2.39702590979078e-05
"135",476,0.000346200007625612,0.00264366027857996,1.16411432064893e-05,3.10420418121115e-05
"136",477,1.63764197229154e-05,0.00138992792964327,2.56637823667245e-06,2.29186423367245e-05
"137",478,0.000234093259224462,0.00236198658831649,1.00205986668704e-05,2.94113445708747e-05
"138",479,0.000128831568677686,0.0019160716711761,6.71527646962847e-06,2.62978607604688e-05
"139",480,0.000154162117401179,0.00197516419202522,7.15177099383856e-06,2.63249943939019e-05
"140",481,0.000171996221979796,0.00205306261324707,7.68150329219326e-06,2.70709852603691e-05
"141",482,0.000190079275530296,0.00215305893333573,8.47804132990182e-06,2.78179411249362e-05
"142",483,8.36978395261263e-05,0.00170066671193866,5.19272994069197e-06,2.44890397904845e-05
"143",484,0.000181941303655503,0.00194132420654846,6.41547021892882e-06,2.62295058778306e-05
"144",485,0.000788768539594097,0.00329025471376901,1.36412647609806e-05,3.2766930980737e-05
"145",486,0.000197276657000743,0.00218304656653734,8.66807740708242e-06,2.81419932408339e-05
"146",487,1.47939393268432e-05,0.00138359305510536,2.58460732115588e-06,2.27949271714991e-05
"147",488,0.000599677708185951,0.00314579719262331,1.41013906992417e-05,3.31802943147118e-05
"148",489,0.000242108053183341,0.00236762029283671,1.00705699417235e-05,2.91075124944006e-05
"149",490,0.00031138077041411,0.00245549125504636,1.02362367929314e-05,2.9291939606917e-05
